Text,Translation,Language,Category
Do you have any past medical history?,သင်.တွင် ယခင်က အခြား‌သော‌ရောဂါများ ရှိခဲ.ပါသလား။,"Burmese / ဗမာ",Medical Conditions
Please point to which ones.,ရှိခဲ.ပါကအောက်တွင်ဖေါ််််ပြ ထား‌သော ‌ရောဂါများအနက်မှ ‌ရွေးချယ်ပြပါ။,"Burmese / ဗမာ",Medical Conditions
Asthma,ရင်ကြပ် ‌ရောဂါ,"Burmese / ဗမာ",Medical Conditions
Pneumonia,အဆုတ်အအေးမိခြင်း,"Burmese / ဗမာ",Medical Conditions
Hypertension,သွေးတိုး‌ရောဂါ,"Burmese / ဗမာ",Medical Conditions
Hyperlipidemia,ကိုလက်စထရော များခြင်း,"Burmese / ဗမာ",Medical Conditions
Diabetes,ဆီးချိုရောဂါ,"Burmese / ဗမာ",Medical Conditions
Heart problems,နှလုံးအားနည်းခြင်း နှလုံး‌ရောဂါ,"Burmese / ဗမာ",Medical Conditions
Kidney problems,ကျောက်ကပ်‌ရောဂါ,"Burmese / ဗမာ",Medical Conditions
Loss of taste,အရသာခံစားမှုပျောက်ဆုံးခြင်း,"Burmese / ဗမာ",Symptoms
Lost of Smell,အနံ.မရခြင်း ပျောက်ဆုံးခြင်း,"Burmese / ဗမာ",Symptoms
Do you have a drug allergy?,မတည်.သည်.‌ဆေးအမျိုးအစားရှိပါသလား။ ‌ဖေါ်် ပြပေးပါ။,"Burmese / ဗမာ",Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?",ဆေးလိပ်သောက်ပါသလား။ တနေ.‌လျင်ဘယ်နှလိပ်သောက်ပါသလဲ။,"Burmese / ဗမာ",Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?",အရက်ဘီယာ ‌ေသောက်ပါသလား။ (တပါတ်အတွင်း‌ေသောက်သုံး‌သော ပုလင်းအရေအတွက်နှင်. အမျိုးအစားကို‌ဖေါ်် ပြပါ။,"Burmese / ဗမာ",Medical Conditions
"If you have any other problems, you can tell me in English.",အခြားပြသနာများရှိပါက ‌ေဖေါ်််် ပြ ပါ။အင်ဂလိပ်လိုပြောနိုင်ပါသည်။,"Burmese / ဗမာ",Medical Conditions
I’m going to examine you.,စမ်းသပ်စစ်ဆေးမှု စတင်ပါ‌တော.မည်။,"Burmese / ဗမာ",Medical Instructions
Tell me if you feel more pain.,နာကျင်မှုရှိပါက ‌ပြောပါ။,"Burmese / ဗမာ",Medical Instructions
Please remove your shirt.,သင်၏အင်ကျီ ကိုချွတ် ‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Keep taking deep breaths through your mouth.,ပါးစပ်မှ အသက်ကိုခပ်ပြင်းပြင်းရှူပေးပါ။,"Burmese / ဗမာ",Medical Instructions
"Say ""99"" when I listen with my stethoscope.","နားကြပ်ကိရိယာဖြင်.နား‌ထောင်နေသောအချိန် တွင် နိုင်တီနိုင်း ""99"" ဟုပြော ပါ။","Burmese / ဗမာ",Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,နားကြပ်တံလေးကိုသင်.၏နှာ‌ခေါင်း ‌ပေါက် အတွင်းသို.ထိုးသွင်းပါ‌တော.မည်။ အနည်းငယ်မသက်မသာဖြစ်ပါလိမ်.မည်။မနာကျင်ပါ။,"Burmese / ဗမာ",Medical Instructions
This is to test for coronavirus,ဤသို.ပြုလုပ်ခြင်းသည် ကိုရိုနာဗိုင်းရပ်စ် အတွက် စမ်းသပ်မှုဖြစ် ပါသည်။,"Burmese / ဗမာ",Medical Instructions
Tilt your head back,ခေါင်းကိုအနောက်သို.အနည်းငယ်မော.‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.",ကိုရိုနာဗိုင်းရပ်စ် ‌တွေ.ရှိပါက ‌‌ဆေးရုံမှသင်.၏မိုဘိုင်းဖုန်းကို မနက်ဖန်တွင်ဆက်သွယ်ပါလိမ်.မည်။,"Burmese / ဗမာ",Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days",ကိုရိုနာဗိုင်းရပ်စ် ‌မ တွေ.ရှိပါက ‌‌ဆေးရုံမှသင်.၏မိုဘိုင်းဖုန်းကို ၃ရက် အကြာတွင် မက်ဆေ.ပို.ပါလိမ်.မည်။,"Burmese / ဗမာ",Medical Instructions
"Later, you will do an X-ray",ခနနေလျင်သင့်အားဓါတ်မှန်ရိုက်ပါမည်။,"Burmese / ဗမာ",Medical Instructions
There is no sign of infection on your X-ray,ဓါတ်မှန်တွင် ‌ရောဂါကူးစက်သော အရိပ်အယောင်မ‌တွေ.ရှိပါ။,"Burmese / ဗမာ",Medical Instructions
You can go back soon.,မကြာမီ သင်ပြန်နိုင်ပါလိမ်.မည်။,"Burmese / ဗမာ",Medical Instructions
"Wait here, do not leave this area",ဤ‌နေရာတွင်ခန‌စောင့်ပေးပါ။ ဘယ်မှမသွားပါနှင်.။,"Burmese / ဗမာ",Medical Instructions
You have to stay in the hospital for a few days,သင်ဆေးရုံတွင်ရက်အနည်းငယ်နေရန်လိုအပ်ပါသည်။,"Burmese / ဗမာ",Medical Instructions
We need to transfer you to another location.,သင်.အားအခြားတနေရာသို.‌ပြောင်း‌ရွှေ.‌ပေးပါမည်။,"Burmese / ဗမာ",Medical Instructions
I'll give you medicine to make you feel better,သင်သက်သာ‌စေရန် ‌ဆေး‌ပေးပါမည်။,"Burmese / ဗမာ",Medical Instructions
You must not work for next 5 days.,သင် ‌နောက် ၅ရက်အတွင်း အလုပ်လုပ်ရန်မလိုပါ။,"Burmese / ဗမာ",Medical Instructions
You must come back if you have problems with breathing.,သင်အသက်ရှူရာတွင် အဆင်မ‌ပြေ ပါက ပြသနာရှိပါက ‌ဆေးရုံဆေးခန်းသို.ပြန် လာ‌ပြပါ။,"Burmese / ဗမာ",Medical Instructions
You must come back if you do not recover completely after 5 days,နောက် ၅ရက်အတွင်း မသက်သာပါက ဆေးရုံဆေးခန်းသို.ပြန် လာ‌ပြပါ။,"Burmese / ဗမာ",Medical Instructions
Read the handout carefully,ပေးထား‌ေသော ညွှန်ကြာချက်ကိုသေချာနားလည်အောင်ဖတ်ပါ။,"Burmese / ဗမာ",Medical Instructions
Thank you,ကျေးဇူးတင်ပါသည်။,"Burmese / ဗမာ",Greetings
Good morning / afternoon / evening,မင်္ဂလာပါ။,"Burmese / ဗမာ",Greetings
I am the nurse,ကျွန်ုပ်သူနာပြုတစ်ယောက်ပါ။,"Burmese / ဗမာ",Greetings
I am the doctor,ကျွန်ုပ်ဆရာဝန်တစ်ယောက်ပါ။,"Burmese / ဗမာ",Greetings
You are in the intensive care unit.,သင်ယခုအထူးကြပ်မတ်ဆောင်အထဲရောက်နေပါသည်။,"Burmese / ဗမာ",Medical Instructions
Today is Monday,ယနေ့တနင်္လာနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Tuesday,ယနေ့အင်္ဂါနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Wednesday,ယနေ့ဗုဒ္ဓဟူးနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Thursday,ယနေ့ကြာသပတေးနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Friday,ယနေ့သောကြာနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Saturday,ယနေ့စနေနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
Today is Sunday,ယနေ့တနင်္ဂနွေနေ့ဖြစ်သည်။,"Burmese / ဗမာ",Greetings
You are getting better,သင်သက်သာသွားပါပြီ။,"Burmese / ဗမာ",Greetings
We will remove the breathing tube when you are better,သင်သက်သာသွားလျှင်အသက်ရှူပိုက်ကိုဖြုတ်မည်။,"Burmese / ဗမာ",Medical Instructions
You can talk after we remove the breathing tube,အသက်ရှူပိုက်ကိုဖြုတ်ပြီးလျှင်စကားပြောနိုင်သည်။,"Burmese / ဗမာ",Medical Instructions
Take a deep breath,အသက်ပြင်းပြင်းတစ်ချက်ရှူ‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Open your mouth,ချောင်းပြင်းပြင်းတစ်ချက်ဆိုး‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Don’t struggle,မရုန်းကန်ပါနှင့်။,"Burmese / ဗမာ",Medical Instructions
Don’t move,မလှုပ်ရှားပါနှင့်။,"Burmese / ဗမာ",Medical Instructions
Lift up your arm,သင်၏လက်ကိုမြှောက်‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Lift up your leg,သင်၏ခြေထောက်ကိုမြှောက်‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Squeeze my hand,ကျွန်ုပ်လက်ကိုညှစ်‌ပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Show me two fingers,သင်၏လက်‌‌‌ေချာင်း ၂ ‌ချောင်းကိုထောင်ပြပါ။,"Burmese / ဗမာ",Medical Instructions
Open your mouth,သင်၏ပါးစပ်ကို ဟပေးပါ။,"Burmese / ဗမာ",Medical Instructions
Stick out your tongue,သင်၏ လျှာကိုအပြင်သို့ထုတ်ပါ။,"Burmese / ဗမာ",Medical Instructions
Open your eyes,သင့်မျက်လုံးများကို ဖြဲပြပါ။,"Burmese / ဗမာ",Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,သင့်မျက်လုံးများကို ဓါတ်မီးဖြင်.စစ်ဆေးပါမည်။ အနည်းငယ်မျက်စိစူးပါမည်။,"Burmese / ဗမာ",Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,သင်၏အဆုတ်မှာ အားနည်း‌နေပါသည်။ အသက်ရှူရလွယ်ကူအောင် အသက်ရှူ ‌လေပြွန်ကို ထည်.သွင်း‌ပေးပါမည်။,"Burmese / ဗမာ",Medical Instructions
You are going to sleep now,သင်အိပ်ပျော် သွားပါလိမ်.မည်။,"Burmese / ဗမာ",Medical Instructions
We are turning you onto your belly to help your lungs expand,သင်၏အဆုတ်အနေအထားကျယ်ပြန်.‌စေရန်သင်.ကိုမှောက်ရက်အ ‌နေအထားသို.လှည်.‌ပေး‌နေပါသည်။,"Burmese / ဗမာ",Medical Instructions
We are inserting a tube to help you pass urine,သင်ဆီးသွားရလွယ်ကူစေရန် သင်.ကို ဆီးပိုက်ထည်.သွင်း‌ပေး‌နေပါသည်။,"Burmese / ဗမာ",Medical Instructions
